tweet_id,date_time,favorites,retweets,user_followers,user_favourites
873213775632977920,2017-06-09 16:22:42,7435,1656,3768812,120162
872967104147763200,2017-06-09 00:02:31,27918,5632,3768812,120162
872820683541237760,2017-06-08 14:20:41,15006,3858,3768813,120162
872668790621863937,2017-06-08 04:17:07,0,31,3768813,120162
872620804844003328,2017-06-08 01:06:27,21254,3871,3768813,120162
872486979161796608,2017-06-07 16:14:40,41474,9365,3768813,120162
872261713294495745,2017-06-07 01:19:32,34982,6606,3768813,120162
872122724285648897,2017-06-06 16:07:15,35224,8493,3768813,120162
871879754684805121,2017-06-06 00:01:46,38995,11810,3768813,120162
871762521631449091,2017-06-05 16:15:56,20716,3641,3768936,120161
871515927908634625,2017-06-04 23:56:03,20687,3608,3768813,120162
871166179821445120,2017-06-04 00:46:17,0,5956,3768813,120162
871102520638267392,2017-06-03 20:33:19,21403,5729,3768813,120162
871032628920680449,2017-06-03 15:55:36,23174,3972,3768813,120162
870804317367881728,2017-06-03 00:48:22,33689,6348,3768813,120162
870726314365509632,2017-06-02 19:38:25,120,3,3768814,120162
870656317836468226,2017-06-02 15:00:16,12767,2798,3768814,120162
870374049280663552,2017-06-01 20:18:38,84753,27502,3768814,120162
870308999962521604,2017-06-01 16:00:09,22375,4355,3768814,120162
870063196459192321,2017-05-31 23:43:25,37660,8787,3768814,120162
869772420881756160,2017-05-31 04:27:59,43546,10580,3768815,120162
869702957897576449,2017-05-30 23:51:58,29014,6680,3768815,120162
869596645499047938,2017-05-30 16:49:31,16431,3300,3768815,120162
869227993411051520,2017-05-29 16:24:37,21052,4004,3768815,120162
868880397819494401,2017-05-28 17:23:24,54897,12435,3768815,120162
868639477480148993,2017-05-28 01:26:04,0,2219,3768815,120162
868622495443632128,2017-05-28 00:18:35,28165,6234,3768815,120162
868552278524837888,2017-05-27 19:39:34,10485,2219,3768815,120162
867900495410671616,2017-05-26 00:29:37,24905,4410,3768815,120162
867774946302451713,2017-05-25 16:10:44,35055,7740,3768815,120162
867421006826221569,2017-05-24 16:44:18,16683,2673,3768815,120162
867072653475098625,2017-05-23 17:40:04,0,134,3768815,120162
867051520902168576,2017-05-23 16:16:06,33289,8367,3768815,120162
866816280283807744,2017-05-23 00:41:20,0,32705,3768815,120162
866720684873056260,2017-05-22 18:21:28,20805,5139,3768815,120162
866686824827068416,2017-05-22 16:06:55,20002,3707,3768815,120162
866450705531457537,2017-05-22 00:28:40,106481,32705,3768815,120162
866334964761202691,2017-05-21 16:48:45,54493,15442,3768815,120162
866094527597207552,2017-05-21 00:53:21,0,8882,3768815,120162
865718153858494464,2017-05-19 23:57:46,26528,5975,3768816,120162
865359393868664832,2017-05-19 00:12:11,27416,5351,3768816,120162
865006731092295680,2017-05-18 00:50:50,28978,8162,3768816,120162
864873206498414592,2017-05-17 16:00:15,33537,9320,3768816,120162
864279568663928832,2017-05-16 00:41:21,15134,3251,3768816,120162
864197398364647424,2017-05-15 19:14:50,31314,9552,3768816,120162
863907417377173506,2017-05-15 00:02:33,21390,4419,3768816,120162
863553081350529029,2017-05-14 00:34:33,15875,4464,3768816,120162
863471782782697472,2017-05-13 19:11:30,0,2664,3768816,120162
863432100342583297,2017-05-13 16:33:49,24734,5627,3768816,120162
863427515083354112,2017-05-13 16:15:35,2349,105,3768816,120162
863079547188785154,2017-05-12 17:12:53,9068,1188,3768816,120162
863062471531167744,2017-05-12 16:05:02,8911,2664,3768816,120162
862831371563274240,2017-05-12 00:46:44,19946,5421,3768817,120162
862722525377298433,2017-05-11 17:34:13,17722,3782,3768817,120162
862457590147678208,2017-05-11 00:01:27,21405,5342,3768817,120162
862096992088072192,2017-05-10 00:08:34,77714,24997,3768817,120162
861383897657036800,2017-05-08 00:54:59,37599,11456,3768816,120162
861288531465048066,2017-05-07 18:36:02,17961,4465,3768816,120162
861005113778896900,2017-05-06 23:49:50,17460,4093,3768816,120162
860981674716409858,2017-05-06 22:16:42,0,2317,3768816,120162
860924035999428608,2017-05-06 18:27:40,0,879,3768816,120162
860563773140209665,2017-05-05 18:36:06,7841,2317,3768816,120162
860524505164394496,2017-05-05 16:00:04,24590,5664,3768817,120162
860276583193509888,2017-05-04 23:34:55,19081,3724,3768816,120162
860184849394610176,2017-05-04 17:30:24,17429,6277,3768816,120162
860177593139703809,2017-05-04 17:01:34,0,33231,3768816,120162
859924526012018688,2017-05-04 00:15:58,19962,4320,3768816,120162
859851578198683649,2017-05-03 19:26:06,16044,3762,3768816,120162
859607811541651456,2017-05-03 03:17:27,19391,1695,3768816,120162
859196978902773760,2017-05-02 00:04:57,94035,32589,3768816,120162
859074603037188101,2017-05-01 15:58:40,35446,14658,3768816,120162
858860390427611136,2017-05-01 01:47:28,0,8762,3768816,120162
858843525470990336,2017-05-01 00:40:27,16242,3746,3768817,120162
858471635011153920,2017-04-30 00:02:42,22528,5243,3768817,120162
858107933456039936,2017-04-28 23:57:28,16459,3140,3768818,120162
857989990357356544,2017-04-28 16:08:49,16883,2790,3768818,120162
857746408056729600,2017-04-28 00:00:54,35902,11452,3768818,120162
857393404942143489,2017-04-27 00:38:11,6213,1772,3768818,120162
857263160327368704,2017-04-26 16:00:39,20956,4903,3768818,120162
857214891891077121,2017-04-26 12:48:51,242,20,3768818,120162
857062103051644929,2017-04-26 02:41:43,0,182,3768818,120162
857029823797047296,2017-04-26 00:33:27,19838,4342,3768818,120162
856602993587888130,2017-04-24 20:17:23,0,11580,3768819,120162
856543823941562368,2017-04-24 16:22:16,17075,3113,3768820,120162
856526610513747968,2017-04-24 15:13:52,12412,2053,3768820,120162
856330835276025856,2017-04-24 02:15:55,0,729,3768821,120162
856288084350160898,2017-04-23 23:26:03,540,17,3768821,120162
856282028240666624,2017-04-23 23:01:59,29007,6818,3768821,120162
855862651834028034,2017-04-22 19:15:32,354,28,3768821,120162
855860136149123072,2017-04-22 19:05:32,4687,1092,3768822,120162
855857698524602368,2017-04-22 18:55:51,12449,2299,3768822,120162
855851453814013952,2017-04-22 18:31:02,47679,19118,3768822,120162
855818117272018944,2017-04-22 16:18:34,27952,5905,3768822,120162
855459453768019968,2017-04-21 16:33:22,31563,8946,3768822,120162
855245323840757760,2017-04-21 02:22:29,0,6521,3768822,120162
855138241867124737,2017-04-20 19:16:59,0,50,3768821,120162
854732716440526848,2017-04-19 16:25:34,24116,6657,3768944,120161
854482394044301312,2017-04-18 23:50:52,30979,7546,3768821,120162
854365224396361728,2017-04-18 16:05:17,19954,5123,3768821,120162
854120357044912130,2017-04-17 23:52:16,33792,8245,3768821,120162
854010172552949760,2017-04-17 16:34:26,17120,3419,3768821,120162
853760880890318849,2017-04-17 00:03:50,30306,6350,3768821,120162
853639147608842240,2017-04-16 16:00:07,37042,11198,3768821,120162
853299958564483072,2017-04-15 17:32:18,16456,3913,3768821,120162
852936405516943360,2017-04-14 17:27:40,0,2226,3768822,120162
852912242202992640,2017-04-14 15:51:39,9610,2024,3768823,120162
852672615818899456,2017-04-13 23:59:28,15869,2371,3768823,120162
852553447878664193,2017-04-13 16:05:56,17419,3858,3768823,120162
852311364735569921,2017-04-13 00:03:59,35201,10906,3768823,120162
852226086759018497,2017-04-12 18:25:07,21318,7530,3768824,120162
852189679701164033,2017-04-12 16:00:27,12176,1733,3768824,120162
851953902622658560,2017-04-12 00:23:33,0,10647,3768824,120162
851861385021730816,2017-04-11 18:15:55,0,23,3768825,120162
851591660324737024,2017-04-11 00:24:08,17240,3808,3768825,120162
851464819735769094,2017-04-10 16:00:07,25855,7803,3768825,120162
851224888060895234,2017-04-10 00:06:42,22011,6315,3768825,120162
850753642995093505,2017-04-08 16:54:09,33213,10285,3768825,120162
850380195714523136,2017-04-07 16:10:12,13946,2894,3768826,120162
850333567704068097,2017-04-07 13:04:55,3631,365,3768826,120162
850145622816686080,2017-04-07 00:38:06,17454,4224,3768826,120162
850019790995546112,2017-04-06 16:18:05,21874,5429,3768826,120162
849776966551130114,2017-04-06 00:13:11,32267,8366,3768827,120162
849668094696017920,2017-04-05 17:00:34,0,5490,3768827,120162
849412302885593088,2017-04-05 00:04:08,16978,3461,3768827,120162
849336543269576704,2017-04-04 19:03:06,12196,2088,3768827,120162
849051919805034497,2017-04-04 00:12:06,32482,7337,3768827,120162
848690551926992896,2017-04-03 00:16:10,26990,4795,3768827,120162
848324959059550208,2017-04-02 00:03:26,20143,4012,3768827,120162
848213670039564288,2017-04-01 16:41:12,8799,825,3768827,120162
848212111729840128,2017-04-01 16:35:01,17545,3421,3768827,120162
847978865427394560,2017-04-01 01:08:10,0,3634,3768828,120162
847971574464610304,2017-04-01 00:39:12,0,479,3768828,120162
847962785489326080,2017-04-01 00:04:17,25198,5700,3768829,120162
847842811428974592,2017-03-31 16:07:33,5910,1513,3768829,120162
847617282490613760,2017-03-31 01:11:22,7523,462,3768829,120162
847606175596138505,2017-03-31 00:27:14,20130,3756,3768830,120162
847251039262605312,2017-03-30 00:56:03,21935,4773,3768830,120162
847157206088847362,2017-03-29 18:43:12,21492,6528,3768830,120162
847116187444137987,2017-03-29 16:00:12,23028,3564,3768830,120162
846874817362120707,2017-03-29 00:01:05,21597,4381,3768831,120162
846514051647705089,2017-03-28 00:07:32,48198,12992,3768830,120162
846505985330044928,2017-03-27 23:35:28,15250,3468,3768830,120162
846153765933735936,2017-03-27 00:15:53,34263,10154,3768830,120162
846139713627017216,2017-03-26 23:20:02,33099,10908,3768831,120162
846042936437604353,2017-03-26 16:55:29,17192,3206,3768831,120162
845812042753855489,2017-03-26 01:38:00,31600,9815,3768831,120162
845677943972139009,2017-03-25 16:45:08,27040,5333,3768832,120162
845459076796616705,2017-03-25 02:15:26,0,14970,3768832,120162
845397057150107648,2017-03-24 22:08:59,8215,2056,3768831,120162
845306882940190720,2017-03-24 16:10:40,25123,6013,3768832,120162
845098359547420673,2017-03-24 02:22:04,0,8595,3768832,120162
844979544864018432,2017-03-23 18:29:57,14678,2891,3768832,120162
844973813909606400,2017-03-23 18:07:10,16307,3597,3768832,120162
844704788403113984,2017-03-23 00:18:10,41876,11580,3768832,120162
844580511645339650,2017-03-22 16:04:20,17787,3516,3768832,120162
844223788422217728,2017-03-21 16:26:50,14700,2437,3768832,120162
843981021012017153,2017-03-21 00:22:10,16275,3268,3768832,120162
843856843873095681,2017-03-20 16:08:44,23113,5200,3768832,120162
843604394117681152,2017-03-19 23:25:35,18234,3066,3768831,120162
843235543001513987,2017-03-18 22:59:54,23218,6809,3768831,120162
842892208864923648,2017-03-18 00:15:37,0,56373,3768831,120162
842846295480000512,2017-03-17 21:13:10,16380,4008,3768831,120162
842765311967449089,2017-03-17 15:51:22,7292,1435,3768830,120162
842535590457499648,2017-03-17 00:38:32,19561,3921,3768830,120162
842163532590374912,2017-03-16 00:00:07,26494,6521,3768830,120162
842115215311396866,2017-03-15 20:48:07,15145,3363,3768830,120162
841833993020538882,2017-03-15 02:10:39,0,17399,3768831,120162
841680585030541313,2017-03-14 16:01:03,27739,8703,3768832,120162
841439858740625411,2017-03-14 00:04:30,13703,4138,3768832,120162
841320156043304961,2017-03-13 16:08:50,21340,6056,3768831,120162
841314665196081154,2017-03-13 15:47:01,17224,5283,3768831,120162
841077006473256960,2017-03-13 00:02:39,24841,5956,3768831,120162
840761248237133825,2017-03-12 03:07:56,0,1960,3768831,120162
840728873075638272,2017-03-12 00:59:17,0,18176,3768831,120162
840698636975636481,2017-03-11 22:59:09,195,3,3768831,120162
840696689258311684,2017-03-11 22:51:24,13323,1108,3768831,120162
840632337062862849,2017-03-11 18:35:42,9722,1960,3768831,120162
840370681858686976,2017-03-11 01:15:58,17859,5117,3768832,120162
840268004936019968,2017-03-10 18:27:58,20863,6460,3768832,120162
839990271299457024,2017-03-10 00:04:21,14575,2579,3768832,120162
839549326359670784,2017-03-08 18:52:12,29844,8762,3768832,120162
839290600511926273,2017-03-08 01:44:07,0,159,3768832,120162
839239871831150596,2017-03-07 22:22:32,29552,7375,3768833,120162
838952994649550848,2017-03-07 03:22:35,21237,4479,3768833,120162
838921590096166913,2017-03-07 01:17:48,12135,2341,3768833,120162
838916489579200512,2017-03-07 00:57:32,0,37,3768833,120162
838831947270979586,2017-03-06 19:21:35,0,12544,3768834,120162
838561493054533637,2017-03-06 01:26:54,11849,1494,3768834,120162
838476387338051585,2017-03-05 19:48:43,24569,5452,3768835,120162
838201503651401729,2017-03-05 01:36:26,0,11466,3768835,120162
838150277551247360,2017-03-04 22:12:52,1819,366,3768835,120162
838085839343206401,2017-03-04 17:56:49,150,0,3768836,120162
838083903487373313,2017-03-04 17:49:08,19124,3557,3768836,120162
837820167694528512,2017-03-04 00:21:08,37150,8882,3768836,120162
837482249356513284,2017-03-03 01:58:22,4189,494,3768836,120162
837471256429613056,2017-03-03 01:14:41,13909,2611,3768836,120162
837366284874571778,2017-03-02 18:17:34,22964,5969,3768836,120162
837110210464448512,2017-03-02 01:20:01,17408,2718,3768836,120162
837012587749474308,2017-03-01 18:52:06,0,86,3768836,120162
836989968035819520,2017-03-01 17:22:13,13823,2598,3768836,120162
836753516572119041,2017-03-01 01:42:39,20944,5201,3768836,120162
836677758902222849,2017-02-28 20:41:37,13733,2511,3768836,120162
836648853927522308,2017-02-28 18:46:45,0,622,3768836,120162
836397794269200385,2017-02-28 02:09:08,0,31140,3768836,120162
836380477523124226,2017-02-28 01:00:19,15976,3321,3768836,120162
836260088725786625,2017-02-27 17:01:56,23100,4832,3768836,120162
836001077879255040,2017-02-26 23:52:43,20840,4901,3768836,120162
835685285446955009,2017-02-26 02:57:52,0,9272,3768837,120162
835574547218894849,2017-02-25 19:37:50,19379,4097,3768838,120162
835536468978302976,2017-02-25 17:06:32,0,1930,3768838,120162
835309094223372289,2017-02-25 02:03:02,0,23870,3768838,120162
835297930240217089,2017-02-25 01:18:40,17791,3368,3768838,120162
835264098648616962,2017-02-24 23:04:14,8467,1930,3768838,120162
835246439529840640,2017-02-24 21:54:03,2248,82,3768838,120162
835172783151792128,2017-02-24 17:01:22,28461,6493,3768838,120162
835152434251116546,2017-02-24 15:40:31,24478,3425,3768838,120162
834931633769889797,2017-02-24 01:03:08,11791,1872,3768838,120162
834786237630337024,2017-02-23 15:25:23,22874,6132,3768838,120162
834574053763584002,2017-02-23 01:22:14,14939,2868,3768838,120162
834477809192075265,2017-02-22 18:59:48,0,12146,3768838,120162
834458053273591808,2017-02-22 17:41:18,10482,1893,3768839,120162
834209720923721728,2017-02-22 01:14:30,22505,5442,3768839,120162
834167344700198914,2017-02-21 22:26:07,17141,4111,3768840,120162
834089966724603904,2017-02-21 17:18:39,10957,2420,3768840,120162
834086379323871233,2017-02-21 17:04:24,14240,2504,3768840,120162
833863086058651648,2017-02-21 02:17:06,14594,2717,3768840,120162
833826103416520705,2017-02-20 23:50:09,16661,3886,3768839,120162
833732339549220864,2017-02-20 17:37:34,0,250,3768840,120162
833722901757046785,2017-02-20 17:00:04,22501,3626,3768840,120162
833479644947025920,2017-02-20 00:53:27,16193,2345,3768840,120162
833124694597443584,2017-02-19 01:23:00,22062,5490,3768840,120162
832998151111966721,2017-02-18 17:00:10,14506,2508,3768840,120162
832769181346996225,2017-02-18 01:50:19,0,44,3768840,120162
832757312314028032,2017-02-18 01:03:09,18356,4109,3768840,120162
832682457690300417,2017-02-17 20:05:43,12969,3348,3768840,120162
832645525019123713,2017-02-17 17:38:57,3185,590,3768840,120162
832636094638288896,2017-02-17 17:01:29,17310,3202,3768840,120162
832397543355072512,2017-02-17 01:13:34,13067,2533,3768840,120162
832369877331693569,2017-02-16 23:23:38,18715,3634,3768841,120162
832273440279240704,2017-02-16 17:00:25,12339,2657,3768841,120162
832215909146226688,2017-02-16 13:11:49,0,7033,3768840,120162
832215726631055365,2017-02-16 13:11:05,0,10673,3768840,120162
832088576586297345,2017-02-16 04:45:50,72,3,3768840,120162
832040443403784192,2017-02-16 01:34:34,0,11050,3768840,120162
832032802820481025,2017-02-16 01:04:13,13826,4720,3768840,120162
831939777352105988,2017-02-15 18:54:34,26297,6992,3768840,120162
831926988323639298,2017-02-15 18:03:45,369,39,3768840,120162
831911600680497154,2017-02-15 17:02:36,30248,7409,3768841,120162
831670449226514432,2017-02-15 01:04:21,11439,2053,3768842,120162
831650051525054464,2017-02-14 23:43:18,7868,2226,3768966,120161
831552930092285952,2017-02-14 17:17:22,9843,2620,3768843,120161
831322785565769729,2017-02-14 02:02:51,10011,1737,3768844,120161
831315979191906304,2017-02-14 01:35:49,7087,1261,3768843,120161
831309418084069378,2017-02-14 01:09:44,12777,2772,3768843,120161
831262627380748289,2017-02-13 22:03:49,13018,2338,3768844,120161
830956169170665475,2017-02-13 01:46:03,8705,1725,3768844,120161
830583320585068544,2017-02-12 01:04:29,73157,19188,3768846,120161
830173239259324417,2017-02-10 21:54:58,0,6519,3768846,120161
830097400375152640,2017-02-10 16:53:37,10769,3441,3768846,120161
829878982036299777,2017-02-10 02:25:42,0,5734,3768846,120161
829861396166877184,2017-02-10 01:15:49,13402,2234,3768846,120161
829501995190984704,2017-02-09 01:27:41,34779,12146,3768846,120161
829449946868879360,2017-02-08 22:00:52,11484,2319,3768846,120161
829374341691346946,2017-02-08 17:00:26,37930,10647,3768846,120161
829141528400556032,2017-02-08 01:35:19,26859,8486,3768846,120161
829011960981237760,2017-02-07 17:00:28,58067,18527,3768846,120161
828801551087042563,2017-02-07 03:04:22,0,3880,3768847,120161
828770345708580865,2017-02-07 01:00:22,27990,6713,3768848,120161
828708714936930305,2017-02-06 20:55:28,40107,12811,3768848,120161
828650029636317184,2017-02-06 17:02:17,10437,1540,3768848,120161
828409743546925057,2017-02-06 01:07:28,6873,1300,3768848,120161
828408677031882754,2017-02-06 01:03:14,8368,1468,3768848,120161
828381636999917570,2017-02-05 23:15:47,13819,2540,3768848,120161
828376505180889089,2017-02-05 22:55:23,8084,1210,3768849,120161
828372645993398273,2017-02-05 22:40:03,13706,3325,3768849,120161
828361771580813312,2017-02-05 21:56:51,2401,194,3768849,120161
828046555563323392,2017-02-05 01:04:17,12887,3245,3768851,120161
828011680017821696,2017-02-04 22:45:42,11364,2441,3768851,120161
827933404142436356,2017-02-04 17:34:40,22098,5958,3768851,120161
827653905312006145,2017-02-03 23:04:02,16917,3414,3768851,120161
827600520311402496,2017-02-03 19:31:54,8125,1080,3768851,120161
827324948884643840,2017-02-03 01:16:53,17444,3490,3768851,120161
827228250799742977,2017-02-02 18:52:38,0,13452,3768851,120161
827199976799354881,2017-02-02 17:00:17,11609,2566,3768851,120161
826958653328592898,2017-02-02 01:01:21,23675,5734,3768851,120161
826848821049180160,2017-02-01 17:44:55,40170,11805,3768851,120161
826615380357632002,2017-02-01 02:17:19,0,4498,3768851,120161
826598799820865537,2017-02-01 01:11:25,5617,292,3768851,120161
826598365270007810,2017-02-01 01:09:42,11076,2701,3768851,120161
826476773533745153,2017-01-31 17:06:32,20201,4801,3768851,120161
826240494070030336,2017-01-31 01:27:39,14564,2957,3768851,120161
826204788643753985,2017-01-30 23:05:46,5340,1070,3768851,120161
826115272272650244,2017-01-30 17:10:04,17239,3584,3768851,120161
825876512159186944,2017-01-30 01:21:19,11481,2138,3768851,120161
825829644528148480,2017-01-29 22:15:05,13974,2837,3768851,120161
825535076884762624,2017-01-29 02:44:34,56199,19563,3768851,120161
825147591692263424,2017-01-28 01:04:51,20129,5223,3768851,120161
825120256414846976,2017-01-27 23:16:13,0,1477,3768851,120161
825026590719483904,2017-01-27 17:04:02,6991,1477,3768851,120161
824796380199809024,2017-01-27 01:49:15,0,6262,3768852,120161
824775126675836928,2017-01-27 00:24:48,16440,4042,3768852,120161
824663926340194305,2017-01-26 17:02:56,11068,1986,3768852,120161
824325613288833024,2017-01-25 18:38:36,12961,11791,3768852,120161
824297048279236611,2017-01-25 16:45:05,16567,4442,3768853,120161
824025158776213504,2017-01-24 22:44:42,5234,675,3768853,120161
823939628516474880,2017-01-24 17:04:50,11712,3110,3768853,120161
823719002937630720,2017-01-24 02:28:08,0,12874,3768854,120161
823699002998870016,2017-01-24 01:08:40,13786,2764,3768855,120161
823581115634085888,2017-01-23 17:20:14,14336,3020,3768855,120161
823333489516937216,2017-01-23 00:56:15,773,30,3768855,120161
823322678127919110,2017-01-23 00:13:17,17363,4615,3768855,120161
823269594223824897,2017-01-22 20:42:21,0,11350,3768855,120161
822975315408461824,2017-01-22 01:12:59,19071,3936,3768855,120161
822872901745569793,2017-01-21 18:26:02,132318,47958,3768855,120161
822859134160621569,2017-01-21 17:31:20,14526,2611,3768855,120161
822647212903690241,2017-01-21 03:29:14,0,7349,3768855,120161
822610361945911296,2017-01-21 01:02:48,16259,3409,3768855,120161
822489057087389700,2017-01-20 17:00:46,20023,7349,3768855,120161
822462944365645825,2017-01-20 15:17:01,31684,17089,3768855,120161
822244816520155136,2017-01-20 00:50:15,38696,11350,3768856,120161
822163064745328640,2017-01-19 19:25:24,0,5529,3768856,120161
821886076407029760,2017-01-19 01:04:45,12529,2682,3768856,120161
821813639212650496,2017-01-18 20:16:54,0,3810,3768856,120161
821765923262631936,2017-01-18 17:07:18,9285,1893,3768856,120161
821522889702862852,2017-01-18 01:01:34,8842,2021,3768856,120161
821421320206483457,2017-01-17 18:17:58,0,6424,3768856,120161
821407182352777218,2017-01-17 17:21:47,13026,5031,3768856,120161
821153421864615936,2017-01-17 00:33:26,278,10,3768857,120161
821149554670182400,2017-01-17 00:18:04,9678,2309,3768857,120161
821107785811234820,2017-01-16 21:32:06,10596,2477,3768857,120161
821044531881721856,2017-01-16 17:20:45,13974,2622,3768857,120161
820837357901512704,2017-01-16 03:37:31,0,7694,3768857,120161
820749716845686786,2017-01-15 21:49:15,34862,11466,3768857,120161
820690176645140481,2017-01-15 17:52:40,13476,3699,3768857,120161
820494788566847489,2017-01-15 04:56:16,0,646,3768857,120161
820446719150292993,2017-01-15 01:45:15,0,2968,3768857,120161
820314633777061888,2017-01-14 17:00:24,3696,646,3768857,120161
820078625395449857,2017-01-14 01:22:35,21891,7216,3768857,120161
820013781606658049,2017-01-13 21:04:55,0,1361,3768857,120161
819952236453363712,2017-01-13 17:00:21,5903,1361,3768858,120161
819924195358416896,2017-01-13 15:08:56,14243,5576,3768858,120161
819711362133872643,2017-01-13 01:03:12,14863,3583,3768858,120161
819588359383371776,2017-01-12 16:54:26,10556,2259,3768858,120161
819347104292290561,2017-01-12 00:55:47,7982,1377,3768858,120161
819238181065359361,2017-01-11 17:42:57,2539,459,3768857,120161
819227688460238848,2017-01-11 17:01:16,25548,7694,3768857,120161
819015337530290176,2017-01-11 02:57:27,0,42045,3768857,120161
819015331746349057,2017-01-11 02:57:26,0,21699,3768857,120161
819006400881917954,2017-01-11 02:21:57,49786,21699,3768857,120161
819004803107983360,2017-01-11 02:15:36,95138,42045,3768857,120161
818646164899774465,2017-01-10 02:30:30,0,23959,3768857,120161
818627210458333184,2017-01-10 01:15:10,24481,8527,3768857,120161
818614493328580609,2017-01-10 00:24:38,10920,2965,3768858,120161
818588835076603904,2017-01-09 22:42:41,0,7085,3768858,120161
818536468981415936,2017-01-09 19:14:36,12086,2864,3768858,120161
818307523543449600,2017-01-09 04:04:51,0,9331,3768858,120161
818259473185828864,2017-01-09 00:53:55,12163,2611,3768858,120161
818145370475810820,2017-01-08 17:20:31,13621,2993,3768859,120161
817908911860748288,2017-01-08 01:40:55,5337,902,3768859,120161
817827839487737858,2017-01-07 20:18:46,57371,31140,3768860,120161
817777686764523521,2017-01-07 16:59:28,11855,3071,3768861,120161
817536400337801217,2017-01-07 01:00:41,13051,3488,3768861,120161
817502432452313088,2017-01-06 22:45:43,0,3902,3768860,120161
817423860136083457,2017-01-06 17:33:29,38096,17399,3768859,120161
817415592588222464,2017-01-06 17:00:38,6234,1122,3768859,120161
817181837579653120,2017-01-06 01:31:47,0,9846,3768859,120161
817171292965273600,2017-01-06 00:49:53,9650,2315,3768860,120161
817120970343411712,2017-01-05 21:29:55,13331,3004,3768860,120161
817056546584727552,2017-01-05 17:13:55,9489,1916,3768861,120161
816829038950027264,2017-01-05 02:09:53,0,5468,3768862,120161
816816676327063552,2017-01-05 01:20:46,11030,2350,3768840,120161
816697700272001025,2017-01-04 17:27:59,10860,2529,3768862,120161
816450570814898180,2017-01-04 01:05:59,33829,9331,3768862,120161
816336735214911488,2017-01-03 17:33:39,9529,2253,3768862,120161
816091915477250048,2017-01-03 01:20:49,9882,2490,3768863,120161
816062466425819140,2017-01-02 23:23:48,0,1201,3768863,120161
816014286006976512,2017-01-02 20:12:21,0,6115,3768863,120161
815990720817401858,2017-01-02 18:38:42,5526,1201,3768864,120161
815966073409433600,2017-01-02 17:00:46,24964,9846,3768864,120161
815745968457060357,2017-01-02 02:26:09,0,4774,3768864,120161
815736392542261248,2017-01-02 01:48:06,10894,2607,3768864,120161
815639385530101762,2017-01-01 19:22:38,9130,1901,3768864,120161
815390420867969024,2017-01-01 02:53:20,11423,4388,3768864,120161
814986499976527872,2016-12-31 00:08:17,8447,1500,3768865,120161
814638523311648768,2016-12-30 01:05:33,12481,3119,3768866,120161
814578408554463233,2016-12-29 21:06:41,0,6716,3768866,120161
814530161257443328,2016-12-29 17:54:58,9597,2143,3768866,120161
814153002265309185,2016-12-28 16:56:16,31880,10034,3768866,120161
813944609378369540,2016-12-28 03:08:11,0,3717,3768866,120161
813910438903693312,2016-12-28 00:52:25,10296,2180,3768866,120161
813812741911748608,2016-12-27 18:24:12,40231,16183,3768866,120161
813800681631023104,2016-12-27 17:36:16,9265,2042,3768867,120161
813217897535406080,2016-12-26 03:00:30,20708,8436,3768867,120161
813202720496779264,2016-12-26 02:00:11,10160,2079,3768867,120161
813187593374461952,2016-12-26 01:00:05,22007,5063,3768867,120161
813172488309972993,2016-12-26 00:00:03,10344,2227,3768867,120161
813157409116065792,2016-12-25 23:00:08,8553,2547,3768867,120161
813142292504645637,2016-12-25 22:00:04,9316,2714,3768868,120161
813130366689148928,2016-12-25 21:12:41,4949,511,3768868,120161
813127251579564032,2016-12-25 21:00:18,13188,3628,3768868,120161
813112105746448384,2016-12-25 20:00:07,11462,3208,3768868,120161
813096984823349248,2016-12-25 19:00:02,11644,4187,3768868,120161
813081950185472002,2016-12-25 18:00:17,10956,3201,3768868,120161
813066809284972545,2016-12-25 17:00:08,8825,2259,3768868,120161
813051746834595840,2016-12-25 16:00:16,23221,8455,3768847,120161
812781120811126785,2016-12-24 22:04:54,8342,2187,3768869,120161
812747805718642688,2016-12-24 19:52:31,0,8025,3768869,120161
812709060537683968,2016-12-24 17:18:34,7344,1658,3768869,120161
812503143955202048,2016-12-24 03:40:19,6759,1419,3768869,120161
812466873996607488,2016-12-24 01:16:12,8873,2218,3768869,120161
812372279581671427,2016-12-23 19:00:19,15161,4230,3768869,120161
811985624773361665,2016-12-22 17:23:53,8067,1642,3768870,120161
811744202451197953,2016-12-22 01:24:33,8390,1873,3768870,120161
811647686436880384,2016-12-21 19:01:02,6189,866,3768870,120161
811627233043480576,2016-12-21 17:39:46,14210,3633,3768870,120161
811386762094317568,2016-12-21 01:44:13,23211,7405,3768871,120161
810984652412424192,2016-12-19 23:06:23,5904,1647,3768871,120161
810896069567610880,2016-12-19 17:14:23,10057,2082,3768871,120161
810657578271330305,2016-12-19 01:26:42,12150,3043,3768871,120161
810284430598270976,2016-12-18 00:43:57,39481,13304,3768871,120161
810254108431155201,2016-12-17 22:43:27,16308,3880,3768871,120161
809920764300447744,2016-12-17 00:38:52,17181,4498,3768871,120161
809808892968534016,2016-12-16 17:14:20,0,5679,3768871,120161
809448704142938112,2016-12-15 17:23:04,7693,1687,3768871,120161
809220051211603969,2016-12-15 02:14:29,22165,6519,3768871,120161
809084759137812480,2016-12-14 17:16:53,14628,4029,3768871,120161
808838249661788160,2016-12-14 00:57:20,11221,3516,3768871,120161
