Unnamed: 0,visit_date,domain,ref_link,portal_page,keywords,visit_IP,unique_no,total_visit_duration_time,total_visit_page_one_time,last_visit_page,last_time_visit_date,user_type,total_visit_time,os,net_service,brewer,lang,screen,screen_color,Flash,has_cookie,has_java,this_time_visit_start,visit_portal_time,portal_url,title,category,article_written,intention
1056.0,2019/02/22 14:27:43,其他,http://www.ruanyifeng.com/blog/2019/02/weekly-issue-44.html,https://www.bmatch.tech/course/react?from=ryf,--,52.231.207.196,2362376779514219394,437,1.0,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1.0,macOS,,Google Chrome,,1440x900,24-bit,,支持,不支持,2019-02-22 14:27:43,437,https://www.bmatch.tech/course/react?from=ryf,weekly-issue-44,周刊,2019/02,False
1059.0,2019/02/22 14:09:35,上海,http://www.ruanyifeng.com/blog/2019/02/weekly-issue-44.html,https://www.bmatch.tech/course/react?from=ryf,--,124.77.251.91,2219089106310085273,65,1.0,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1.0,Win 10,电信,QQ浏览器,,1920x1080,24-bit,,支持,不支持,2019-02-22 14:09:35,65,https://www.bmatch.tech/course/react?from=ryf,weekly-issue-44,周刊,2019/02,False
1061.0,2019/02/22 13:45:58,杭州,http://www.ruanyifeng.com/blog/2019/02/weekly-issue-44.html,https://www.bmatch.tech/course/react?from=ryf,--,59.111.198.100,1797803010214986378,2,1.0,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1.0,macOS,,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-22 13:45:58,2,https://www.bmatch.tech/course/react?from=ryf,weekly-issue-44,周刊,2019/02,False
18.0,2019/03/01 09:48:02,福州,http://www.ruanyifeng.com/blog/2019/03/weekly-issue-45.html,https://www.bmatch.tech/course/react?from=ryf,--,218.106.150.240,2091841500496927495,234,7.0,https://www.bmatch.tech/about,首次访问,新访客,1.0,Win 8,网通,Google Chrome,,1366x768,24-bit,,支持,不支持,09:48:02,22,https://www.bmatch.tech/course/react?from=ryf,weekly-issue-45,周刊,2019/03,False
10.0,2019/03/01 10:33:33,广州,http://www.ruanyifeng.com/blog/2019/03/weekly-issue-45.html,https://www.bmatch.tech/course/react?from=ryf,--,113.65.130.29,1818333541644557524,117,3.0,https://www.bmatch.tech/courses,首次访问,新访客,1.0,macOS,电信,Google Chrome,,1440x900,24-bit,,支持,不支持,10:33:33,40,https://www.bmatch.tech/course/react?from=ryf,weekly-issue-45,周刊,2019/03,False
2.0,2019/03/01 11:29:11,北京,http://www.ruanyifeng.com/blog/2019/03/weekly-issue-45.html,https://www.bmatch.tech/course/react?from=ryf,--,61.135.161.26,1828628239545848826,8,1.0,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1.0,Win 10,网通,Google Chrome,,1600x900,24-bit,,支持,不支持,11:29:11,8,https://www.bmatch.tech/course/react?from=ryf,weekly-issue-45,周刊,2019/03,False
3.0,2019/03/01 11:05:13,北京,http://www.ruanyifeng.com/blog/2019/03/weekly-issue-45.html,https://www.bmatch.tech/course/react?from=ryf,--,39.155.134.132,2222702823791715042,17,1.0,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1.0,Win 7,,Google Chrome,,1920x1080,24-bit,,支持,不支持,11:05:13,17,https://www.bmatch.tech/course/react?from=ryf,weekly-issue-45,周刊,2019/03,False
22.0,2019/03/01 09:38:28,惠州,http://www.ruanyifeng.com/blog/2019/03/weekly-issue-45.html,https://www.bmatch.tech/course/react?from=ryf,--,59.33.235.73,1996813416372337475,722,1.0,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1.0,macOS,电信,Google Chrome,,1440x900,24-bit,,支持,不支持,09:38:28,722,https://www.bmatch.tech/course/react?from=ryf,weekly-issue-45,周刊,2019/03,False
25.0,2019/03/01 09:06:53,深圳,http://www.ruanyifeng.com/blog/2019/03/weekly-issue-45.html,https://www.bmatch.tech/course/react?from=ryf,--,113.116.180.146,2251610057237237764,21,1.0,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1.0,Win 10,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,09:06:53,21,https://www.bmatch.tech/course/react?from=ryf,weekly-issue-45,周刊,2019/03,False
26.0,2019/03/01 08:56:16,深圳,http://www.ruanyifeng.com/blog/2019/03/weekly-issue-45.html,https://www.bmatch.tech/course/react?from=ryf,--,112.97.60.72,5108799518262441378,25,1.0,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1.0,iOS 12,网通,Safari移动版,,1032x645,32-bit,,支持,不支持,08:56:16,25,https://www.bmatch.tech/course/react?from=ryf,weekly-issue-45,周刊,2019/03,False
987.0,2019/02/23 16:54:28,杭州,https://tongji.baidu.com/web/26299437/overview/index?siteId=12506212,https://www.bmatch.tech/course/react?from=ryf,--,115.205.70.110,1885452069639056133,1742,16.0,https://www.bmatch.tech/courses/react,2019/02/23 16:54:28,老访客,1.0,macOS,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-23 16:54:28,54,https://www.bmatch.tech/course/react?from=ryf,,,,False
1099.0,2019/02/21 18:46:49,杭州,https://www.ruanyifeng.com/blog/2019/02/orm-tutorial.html,https://www.bmatch.tech/course/react?from=ryf,--,36.27.93.54,1885452069639056133,234,12.0,https://www.bmatch.tech,2019/02/21 15:33:49,老访客,4.0,macOS,,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-21 18:46:49,93,https://www.bmatch.tech/course/react?from=ryf,orm-tutorial,开发者手册,2019/02,True
1130.0,2019/02/21 15:33:49,杭州,https://www.ruanyifeng.com/blog/2019/02/weekly-issue-43.html,https://www.bmatch.tech/course/react?from=ryf,--,122.234.60.66,1885452069639056133,7135,113.0,http://dev.bmatch.tech:4000/courses/react?dev=true,2019/02/21 14:41:07,老访客,3.0,macOS,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-21 15:33:49,21,https://www.bmatch.tech/course/react?from=ryf,weekly-issue-43,周刊,2019/02,False
129.0,2019/02/28 00:28:35,杭州,https://www.ruanyifeng.com/blog/2019/02/weekly-issue-44.html,https://www.bmatch.tech/course/react?from=ryf,--,115.192.184.82,1885452069639056133,10,1.0,https://www.bmatch.tech/course/react?from=ryf,2019/02/28 00:28:33,老访客,1.0,macOS,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-28 00:28:35,10,https://www.bmatch.tech/course/react?from=ryf,weekly-issue-44,周刊,2019/02,False
